PLND,POUNDLAND GROUP PLC,BBG0063G2LV4
PCGB,POWER CAPITAL GLOBAL LTD,BBG000FD2B16
POWR,POWERFLUTE OYJ,BBG000RDM9M3
PHE,POWERHOUSE ENERGY GROUP PLC,BBG000BZKSC2
PPH,PPHE HOTEL GROUP LTD,BBG000Q8F9B5
PDZ,PRAIRIE MINING LTD,BBG009Y3DRX6
NIPT,PREMAITHA HEALTH PLC,BBG000C1SP25
PREM,PREMIER AFRICAN MINERALS LTD,BBG003PQ6ZC1
PFL,PREMIER FARNELL PLC,BBG000BWR783
PFD,PREMIER FOODS PLC,BBG000C0N2L2
PMO,PREMIER OIL PLC,BBG000BDXKR8
PTSG,PREMIER TECHNICAL SERVICES G,BBG0082ZB8G5
PVG,PREMIER VETERINARY GROUP PLC,BBG000ML1V17
PPC,PRESIDENT ENERGY PLC,BBG000BTBT07
PRES,PRESSURE TECHNOLOGIES PLC,BBG000PPG785
PACC,PRIME ACTIVE CAPITAL PLC,BBG000C0FXM2
PRP,PRIME PEOPLE PLC,BBG000BDY1G1
PCF,PRIVATE & COMMERCIAL FIN GRP,BBG000C779Z5
PROG,PRO GLOBAL INSURANCE SOLUTIO,BBG000NTGJ01
PHD,PROACTIS HOLDINGS PLC,BBG000MHFSS9
PIL,PRODUCE INVESTMENTS PLC,BBG00194BVH0
PGY,PROGILITY PLC,BBG000DR2K26
PRO,PROGRESSIVE DIGITAL MEDIA GR,BBG000BZ5TZ2
PPIX,PROPHOTONIX LTD,BBG0018BTB71
PXOG,PROSPEX OIL AND GAS PLC,BBG000CFZ352
PRM,PROTEOME SCIENCES PLC,BBG000HP8ZP2
PPS,PROTON POWER SYSTEMS PLC,BBG000HZNZ82
PXS,PROVEXIS PLC,BBG000Q0CWX0
PVR,PROVIDENCE RESOURCES PLC,BBG000FTTPS2
PFG,PROVIDENT FINANCIAL PLC,BBG000BDXB70
PROX,PROXAMA PLC,BBG000QLLD66
PRU,PRUDENTIAL PLC,BBG000BDY322
PSPI,PUBLIC SERVICE PROPERTIES IN,BBG000PVXTG6
PTO,PUBLISHING TECHNOLOGY PLC,BBG000C4W2R8
PUB,PUNCH TAVERNS PLC,BBG000HQTC32
PUR,PURE WAFER PLC,BBG000QPK048
PURE,PURECIRCLE LTD,BBG000RHB081
PRTC,PURETECH HEALTH PLC,BBG009F3HD28
PURI,PURICORE PLC,BBG000PQ0HR7
PVCS,PV CRYSTALOX SOLAR PLC,BBG000RD7N76
PZC,PZ CUSSONS PLC,BBG000DBNQV3
QRES,Q RESOURCES PLC,BBG000QN4J95
QQ/,QINETIQ GROUP PLC,BBG000HF5083
QFI,QUADRISE FUELS INTERNATIONAL,BBG000CCQVQ4
QP/,QUANTUM PHARMACEUTICAL PLC,BBG007PYR949
QTX,QUARTIX HOLDINGS PLC,BBG007DVNNH7
QRT,QUARTO GROUP INC,BBG000BDYK24
QXT,QUIXANT PLC,BBG004FL78J3
QRM,QUORAM PLC,BBG001VCKV50
RE/,R.E.A. HOLDINGS PLC,BBG000BDYX99
RMM,RAMBLER METALS AND MINING PL,BBG000D22BC0
RAME,RAME ENERGY PLC,BBG0067GKXB6
RQIH,RANDALL & QUILTER INVESTMENT,BBG000L1RNQ5
RRS,RANDGOLD RESOURCES LTD,BBG000C1V4F4
RRL,RANGE RESOURCES LTD,BBG000PYV182
RNK,RANK GROUP PLC,BBG000BDZ5Z0
RCI,RAPIDCLOUD INTERNATIONAL PLC,BBG004XC5X19
REM,RARE EARTH MINERALS LTD,BBG000C4TNZ7
RMA,RASMALA PLC,BBG000C47XZ9
RAT,RATHBONE BROTHERS PLC,BBG000BDBX85
RUS,RAVEN RUSSIA LTD,BBG000HL1LS6
RBD,REABOLD RESOURCES PLC,BBG000Q39FY4
R4E,REACH4ENTERTAINMENT ENTERPRI,BBG000LK89H5
REAC,REACT ENERGY PLC,BBG000JQJ7D1
REAT,REACT GROUP PLC,BBG000J9SDS0
RECI,REAL ESTATE CREDIT INVESTMEN,BBG000C4PGP7
RLE,REAL ESTATE INVESTORS PLC,BBG000C1JH23
RGD,REAL GOOD FOOD PLC,BBG000BQX0W7
RB/,RECKITT BENCKISER GROUP PLC,BBG000C38NP3
REC,RECORD PLC,BBG000BQFND8
RMP,RED EMPEROR RESOURCES NL,BBG001S05J72
RLH,RED LEOPARD HOLDINGS PLC,BBG000DN1Z78
RRR,RED ROCK RESOURCES PLC,BBG000GX1FZ6
REDT,RED24 PLC,BBG000F7DJL8
RCN,REDCENTRIC PLC,BBG004499TV0
REDD,REDDE PLC,BBG000BRLJ02
RHL,REDHALL GROUP PLC,BBG000BD8G40
RDW,REDROW PLC,BBG000CKF0G7
RED,REDT ENERGY PLC,BBG000BHSM73
REDX,REDX PHARMA PLC,BBG007WL0FL5
RPT,REGAL PETROLEUM PLC,BBG000P69KR5
RGM,REGENCY MINES PLC,BBG000BPR243
RGS,REGENERSIS PLC,BBG000DN20X5
RGU,REGUS PLC,BBG000C4WB25
REL,RELX PLC,BBG000D03XD4
RENE,RENEURON GROUP PLC,BBG000HL1H96
RNWH,RENEW HOLDINGS PLC,BBG000CLRGQ6
WIND,RENEWABLE ENERGY GENERATION,BBG000GNS876
REH,RENEWABLE ENERGY HLDGS PLC,BBG000QTZ5M3
TRIG,RENEWABLES INFRASTRUCTURE GR,BBG004TMT6C3
RSW,RENISHAW PLC,BBG000BDZV65
RNO,RENOLD PLC,BBG000BDZ937
RTO,RENTOKIL INITIAL PLC,BBG000BDZZM8
RPG,REPUBLIC GOLDFIELDS INC,BBG000KMFG88
RHM,RESOURCE HOLDING MANAGEMENT,BBG000J6CM85
RTN,RESTAURANT GROUP PLC,BBG000BDD0J3
RST,RESTORE PLC,BBG000QDXXP6
RBG,REVOLUTION BARS GROUP PLC,BBG008454B43
REVO,REVOLYMER PLC,BBG0035D3YF5
RXB,REX BIONICS PLC,BBG006G41Q47
REX,REXAM PLC,BBG000BW3191
RCDO,RICARDO PLC,BBG000BDYRN6
RLD,RICHLAND RESOURCES LTD,BBG000NYBN42
RIC,RICHOUX GROUP PLC,BBG000BDP279
RICO,RICOH CO LTD,BBG009Y3B9Z6
RMV,RIGHTMOVE PLC,BBG000DD5X08
RSTR,RIGHTSTER GROUP PLC,BBG005KN20J2
RIO,RIO TINTO PLC,BBG000DZG3K1
RIV,RIVER & MERCANTILE GROUP,BBG006JX70Y8
RM/,RM PLC,BBG000C1SBB6
RM2,RM2 INTERNATIONAL SA,BBG005Q62V32
RWA,ROBERT WALTERS PLC,BBG000M7DHX1
RBN,ROBINSON PLC,BBG000NQJ345
RKH,ROCKHOPPER EXPLORATION PLC,BBG000GC2547
RR/,ROLLS-ROYCE HOLDINGS PLC,BBG000BTG1B1
ROSE,ROSE PETROLEUM PLC,BBG000DB8YK5
RGP,ROSS GROUP PLC,BBG000BS09L2
RDT,ROSSLYN DATA TECHNOLOGIES PL,BBG0069C7GF1
ROL,ROTALA PLC,BBG000C4TCD5
ROR,ROTORK PLC,BBG000BDZHT1
RXP,ROXI PETROLEUM PLC,BBG000HZ96L7
RBS,ROYAL BANK OF SCOTLAND GROUP,BBG000BDYNG3
RDSA,ROYAL DUTCH SHELL PLC-A SHS,BBG000QDCXG9
RDSB,ROYAL DUTCH SHELL PLC-B SHS,BBG000QX19X1
RMG,ROYAL MAIL PLC,BBG005CM0YV7
RPC,RPC GROUP PLC,BBG000BHQH85
RPS,RPS GROUP PLC,BBG000BDZNF3
RSA,RSA INSURANCE GROUP PLC,BBG000BX7JR6
RTC,RTC GROUP PLC,BBG000C3G047
RUR,RURELEC PLC,BBG000BKDJ79
RPO,RUSPETRO PLC,BBG002B25850
RWS,RWS HOLDINGS PLC,BBG000BMH1T6
RYA,RYANAIR HOLDINGS PLC,BBG000H2BG08
SUS,S & U PLC,BBG000BF2XF2
SNT,SABIEN TECHNOLOGY GROUP PLC,BBG000QJTF40
SBLM,SABLE MINING AFRICA LTD,BBG000BX5FJ5
SAB,SABMILLER PLC,BBG000BN75Q9
SAC,SACOIL HOLDING LTD,BBG001M7WCB3
SCN,SACOVEN PLC,BBG00337VDQ3
SCH,SAFECHARGE INTERNATIONAL GRO,BBG00B9V2ZX1
SAF,SAFELAND PLC,BBG000BF0716
SSTY,SAFESTAY PLC,BBG0067F8S96
SFE,SAFESTYLE UK PLC,BBG005NB5510
SAGA,SAGA PLC,BBG006K57CX2
SGE,SAGE GROUP PLC/THE,BBG000BN0PP3
SFI,SAGICOR FINANCIAL CORP LTD,BBG000RMD2R3
SBRY,SAINSBURY (J) PLC,BBG000BF0KW3
SLE,SAN LEON ENERGY PLC,BBG000J7PMX1
SND,SANDERSON GROUP PLC,BBG000F7Y7P7
SNN,SANNE GROUP PLC,BBG008F1TRD8
SAR,SAREUM HOLDINGS PLC,BBG000Q8ZXG5
SARS,SAROSSA PLC,BBG006F38F01
SAT,SATELLITE SOLUTIONS WORLDWID,BBG007R5JM04
SAVP,SAVANNAH PETROLEUM PLC,BBG006TDRZN4
SAV,SAVANNAH RESOURCES PLC,BBG0018BQM43
SVS,SAVILLS PLC,BBG000BF7WL2
SCLP,SCANCELL HOLDINGS PLC,BBG000BHVZZ9
SCPA,SCAPA GROUP PLC,BBG000BF0PF1
SCL,SCHLUMBERGER LTD,BBG000KMH3R4
SCHO,SCHOLIUM GROUP PLC,BBG0063G4903
1341532D,SCHRODER EUROPEAN REAL ESTAT,BBG00BDZY9X0
SDR,SCHRODERS PLC,BBG000BF0TF3
SDRC,SCHRODERS PLC-NON VOTING,BBG000BF0W48
SAG,SCIENCE GROUP PLC,BBG000GY5181
SIS,SCIENCE IN SPORT PLC,BBG004S9VVD4
SDI,SCIENTIFIC DIGITAL IMAGING,BBG000CYM0B4
SSY,SCISYS PLC,BBG000GP7H74
SGZ,SCOTGOLD RESOURCES LTD,BBG000W8G7Q5
SCS,SCS GROUP PLC,BBG00802XD93
SDL,SDL PLC,BBG000C4HGY6
SEA,SEAENERGY PLC,BBG000BDZKX9
SCGL,SEALAND CAPITAL GALAXY LTD,BBG00BGKK572
SPDI,SECURE PROPERTY DEVELOPMENT,BBG000NCW289
STB,SECURE TRUST BANK PLC,BBG0027DFBP1
SEE,SEEING MACHINES LTD,BBG000KGQQP8
SNR,SENIOR PLC,BBG000BSX1G9
SEN,SENTERRA ENERGY PLC,BBG00BDPSX02
SEPL,SEPLAT PETROLEUM DEVELOPMENT,BBG0064NZQ69
SEPU,SEPURA LTD,BBG000RPTQP8
SRB,SERABI GOLD PLC,BBG000DQCJK0
SRP,SERCO GROUP PLC,BBG000BF2MT1
SQZ,SERICA ENERGY PLC,BBG000PPK6F4
SERV,SERVELEC GROUP PLC,BBG005NJ52Q3
SVR,SERVICEPOWER TECHNOLOGIES,BBG000BBNK57
SEV,SERVISION PLC,BBG000QQF0W1
SVCA,SERVOCA PLC,BBG000F9D3Z4
SFR,SEVERFIELD PLC,BBG000BF10M7
SVT,SEVERN TRENT PLC,BBG000BS5FD2
SKS,SHANKS GROUP PLC,BBG000BVVWZ5
SHG,SHANTA GOLD LTD,BBG000HBMT71
SHRE,SHARE PLC,BBG000BXT6B7
SHAW,SHAWBROOK GROUP PLC,BBG008950C86
SIGB,SHERBORNE INVESTORS GUERN B,BBG003MVBBL0
8384879Z,SHIELD THERAPEUTICS PLC,BBG009YWHXG4
SHP,SHIRE PLC,BBG000BFYQ44
SHOE,SHOE ZONE PLC,BBG006K575K1
SGR,SHORE CAPITAL GROUP LTD,BBG000BYN2P5
1308105D,SHUXING PLC,BBG009RRP6Q2
SRX,SIERRA RUTILE LTD,BBG000J56C31
SHI,SIG PLC,BBG000BF2BF0
SGM,SIGMA CAPITAL GROUP PLC,BBG000BM8Q66
SIG,SIGNET JEWELERS LTD,BBG000BTRW94
SLN,SILENCE THERAPEUTICS PLC,BBG000KJTFQ2
SILF,SILVER FALCON PLC,BBG00BDKH4D5
SIM,SIMIGON LTD,BBG000BPYSP5
SNCL,SINCLAIR (WILLIAM) HLDGS PLC,BBG000BF2572
SPH,SINCLAIR IS PHARMA PLC,BBG000DNS5B0
SXX,SIRIUS MINERALS PLC,BBG000GPQD18
SRSP,SIRIUS PETROLEUM PLC,BBG000F12WD3
SRE,SIRIUS REAL ESTATE LTD,BBG000R67HR2
SIXH,SIX HUNDRED GROUP PLC/THE,BBG000BF19Y5
SPL,SKIL PORTS & LOGISTICS LTD,BBG0016V5QJ9
SKY,SKY PLC,BBG000DXH4L2
SKP,SKYEPHARMA PLC,BBG000BF1C96
SLNG,SLINGSBY (H.C.) PLC,BBG000BFZ335
SMJ,SMART (J) & CO (CONTRACTORS),BBG000BF1V67
SMS,SMART METERING SYSTEMS PLC,BBG001S44Z33
SN/,SMITH & NEPHEW PLC,BBG000BF2206
SMIN,SMITHS GROUP PLC,BBG000BF1SQ2
SKG,SMURFIT KAPPA GROUP PLC,BBG000NCVXL7
SNAK,SNACKTIME PLC,BBG000V15R52
ZZZ,SNOOZEBOX HOLDINGS PLC,BBG002WK95W9
SIA,SOCO INTERNATIONAL PLC,BBG000BBSFG1
SCT,SOFTCAT PLC,BBG00B8F59B6
SRT,SOFTWARE RADIO TECHNOLOGY,BBG000KGJKN1
SOLG,SOLGOLD PLC,BBG000DSMD19
SOLI,SOLID STATE PLC,BBG000GZ4VH3
SOLO,SOLO OIL PLC,BBG000JK60W2
SOM,SOMERO ENTERPRISES INC- REGS,BBG000Q8Y265
SPE,SOPHEON PLC,BBG000BGG575
SOPH,SOPHOS GROUP PLC,BBG009BTKRK0
SOU,SOUND ENERGY PLC,BBG000GPZ8L7
SBS,SOURCE BIOSCIENCE PLC,BBG000BFMLD8
SAPO,SOUTH AFRICAN PROPERTY OPPOR,BBG000PKR025
S32,SOUTH32 LTD,BBG008H27C50
SMA,SOVEREIGN MINES OF AFRICA PL,BBG001Y6RR43
2870138Z,SOYA MILLS SA,BBG000GMH9L2
SAL,SPACEANDPEOPLE PLC,BBG000QQF3G3
SPSY,SPECTRA SYSTEMS CORP,BBG001Y1Y287
SPSC,SPECTRA SYSTEMS CORP-REG S,BBG001Y21593
SXS,SPECTRIS PLC,BBG000CNV9R2
SDY,SPEEDY HIRE PLC,BBG000C389Y4
SPHR,SPHERE MEDICAL HOLDING PLC,BBG00282V8Q2
SPX,SPIRAX-SARCO ENGINEERING PLC,BBG000BF2FG0
SPI,SPIRE HEALTHCARE GROUP PLC,BBG006S8NKB6
SPT,SPIRENT COMMUNICATIONS PLC,BBG000C4LVP8
SRO,SPITFIRE OIL LTD,BBG000RJ1M99
SPO,SPORTECH PLC,BBG000C97HR2
SPD,SPORTS DIRECT INTERNATIONAL,BBG000DPM932
SWD,SPORTSWORLD MEDIA GROUP PLC,BBG000C02VJ4
SPRP,SPRUE AEGIS PLC,BBG006F8Q0Y6
SQS,SQS SOFTWARE QUALITY SYSTEMS,BBG000BV4YT8
SSE,SSE PLC,BBG000C03056
SSPG,SSP GROUP PLC,BBG006ND4TY7
STJ,ST JAMES'S PLACE PLC,BBG000BRMPC4
SPPC,ST PETER PORT CAPITAL LTD,BBG000NQCVR5
SIV,ST. IVES PLC,BBG000BF1831
SMP,ST. MODWEN PROPERTIES PLC,BBG000BF1WT0
SDM,STADIUM GROUP PLC,BBG000GB20G7
STAF,STAFFLINE GROUP PLC,BBG000QM4TS4
SGC,STAGECOACH GROUP PLC,BBG000BB5RH9
STAN,STANDARD CHARTERED PLC,BBG000BF2QW8
SL/,STANDARD LIFE PLC,BBG000N2C023
SGI,STANLEY GIBBONS GROUP PLC,BBG000F05WW1
STAR,STARCOM PLC,BBG00448DYB8
SVE,STARVEST PLC,BBG000C36XJ0
SOG,STATPRO GROUP PLC,BBG000BBNDM4
STEL,STELLAR DIAMONDS PLC,BBG000LJ8SS4
STG,STELLAR RESOURCES PLC,BBG000BWB9X8
STCM,STEPPE CEMENT LTD,BBG000FC5NZ2
SEY,STERLING ENERGY PLC,BBG000BT1895
STE,STEWART & WIGHT PLC,BBG000BFZYD6
STHR,STHREE PLC,BBG000JY6KL0
STL,STILO INTERNATIONAL PLC,BBG000C3GDL0
STM,STM GROUP PLC,BBG000KFW3K9
STOB,STOBART GROUP LTD,BBG000Q85GX6
STCK,STOCK SPIRITS GROUP PLC,BBG005C3HTN1
AERO,STRAT AERO PLC,BBG007HS7ZP2
SML,STRATEGIC MINERALS PLC,BBG001QC9CV2
STI,STRATEX INTERNATIONAL PLC,BBG000CLQ7N0
STGR,STRATMIN GLOBAL RESOURCES PL,BBG000QN6MG8
STR,STRIDE GAMING PLC,BBG008MPHYV5
STVG,STV GROUP PLC,BBG000BF1Q95
STY,STYLES & WOOD GROUP PLC,BBG000Q1MY45
SULA,SULA IRON & GOLD PLC,BBG003GM5P88
SMTG,SUMMIT GERMANY LTD,BBG005ZSQ1Q9
SUMM,SUMMIT THERAPEUTICS PLC,BBG000Q9KXW1
SRES,SUNRISE RESOURCES PLC,BBG000F4LQX7
SPGH,SUPERGLASS HOLDINGS PLC,BBG000RP6X14
SGP,SUPERGROUP PLC,BBG000QDC4B8
SCE,SURFACE TRANSFORMS PLC,BBG000P555Z5
SUN,SURGICAL INNOVATIONS GROUP,BBG000BXVT79
SUH,SUTTON HARBOUR HOLDINGS PLC,BBG000BBSJ19
SVI,SVG CAPITAL PLC,BBG000GSDT84
SWL,SWALLOWFIELD PLC,BBG000BFD6K3
CSG,SWEETT GROUP PLC,BBG000RG37N0
SWP,SWP GROUP PLC,BBG000BFD829
SLP,SYLVANIA PLATINUM LTD,BBG000QVQSX6
SYM,SYMPHONY ENVIRONMENTAL TECHN,BBG000C7DYP4
SIHL,SYMPHONY INTERNATIONAL HOLDI,BBG000RSFSD6
SNG,SYNAIRGEN PLC,BBG000QBWFC4
SNX,SYNECTICS PLC,BBG000BDYGL2
SNTY,SYNETY GROUP PLC,BBG000BKCF05
SYNT,SYNTHOMER PLC,BBG000BF6RK5
SYQ,SYQIC PLC,BBG005M0GH71
TAIH,TAIHUA PLC,BBG000MD5D57
AEWU,AEW UK REIT PLC,BBG008LNHPH6
AGR,ASSURA PLC,BBG000CPPKR9
BYG,BIG YELLOW GROUP PLC,BBG000BJYJG9
BLND,BRITISH LAND CO PLC,BBG000BD7DW7
CAL,CAPITAL & REGIONAL PLC,BBG000BXRWW9
CREI,CUSTODIAN REIT PLC,BBG0067Q07H7
DLN,DERWENT LONDON PLC,BBG000BDFV58
DRIP,DRUM INCOME PLUS REIT PLC,BBG009BCKD28
EPIC,EDISTON PROPERTY INVESTMENT,BBG007FCYBB7
ESP,EMPIRIC STUDENT PROPERTY PLC,BBG006H07GJ4
FCRE,F&C UK REAL ESTATE INVESTMEN,BBG000D7HCJ4
DIGS,GCP STUDENT LIVING PLC,BBG004K8GJH4
GPOR,GREAT PORTLAND ESTATES PLC,BBG000BDKJW9
GRN,GREEN REIT PLC,BBG004TZFP37
GRIO,GROUND RENTS INCOME FUND PLC,BBG00391F1K0
HMSO,HAMMERSON PLC,BBG000BDLY28
HSTN,HANSTEEN HOLDINGS PLC,BBG000KVBK29
HBRN,HIBERNIA REIT PLC,BBG005P08SS0
HCFT,HIGHCROFT INVESTMENTS PLC,BBG000BFS5M7
INTU,INTU PROPERTIES PLC,BBG000C1BW28
KCR,K&C REIT PLC,BBG008LN8TJ6
LAND,LAND SECURITIES GROUP PLC,BBG000BDPHS3
LSR,LOCAL SHOPPING REIT PLC,BBG000MLFPQ8
LMP,LONDONMETRIC PROPERTY PLC,BBG000QC9200
MCKS,MCKAY SECURITIES PLC-ORD,BBG000BFVFC2
MKLW,MUCKLOW ( A & J ) GROUP PLC,BBG000BDTPH3
NRR,NEWRIVER RETAIL LTD,BBG000ML0KM9
PSDL,PHOENIX SPREE DEUTSCHLAND LT,BBG009DL43Q0
PHP,PRIMARY HEALTH PROPERTIES,BBG000GF2LQ1
RDI,REDEFINE INTERNATIONAL PLC,BBG000Q6FTF1
RGL,REGIONAL REIT LTD,BBG00BBW9903
SAFE,SAFESTORE HOLDINGS PLC,BBG000R0NLV3
SREI,SCHRODER REAL ESTATE INVESTM,BBG000Q4SCY8
SIR,SECURE INCOME REIT PLC,BBG006JNS969
SGRO,SEGRO PLC,BBG000BF1HY7
SHB,SHAFTESBURY PLC,BBG000BF1332
SLI,STANDARD LIFE INV PROP INC,BBG000GD24T1
THRL,TARGET HEALTHCARE REIT LTD,BBG0045ZJ418
TCSC,TOWN CENTRE SECURITIES PLC,BBG000BF37Q6
BBOX,TRITAX BIG BOX REIT PLC,BBG005KMM324
WKP,WORKSPACE GROUP PLC,BBG000BQMXC9
TPF,TALIESIN PROPERTY FUND LTD,BBG000S1MVB1
TALK,TALKTALK TELECOM GROUP,BBG000BCL3V6
TND,TANDEM GROUP PLC,BBG000BWD822
TAN,TANFIELD GROUP PLC,BBG000BVSCD7
TNG,TANGENT COMMUNICATIONS PLC,BBG000F2F742
TAP,TAPTICA INTERNATIONAL LTD,BBG006GS0W51
TRS,TARSUS GROUP PLC,BBG000BZQX08
TAST,TASTY PLC,BBG000GK3ZR7
TATE,TATE & LYLE PLC,BBG000BF33Y6
TAVI,TAVISTOCK INVESTMENTS PLC,BBG000PP54V8
TW/,TAYLOR WIMPEY PLC,BBG000BF4KL1
TEA,TEATHERS FINANCIAL PLC,BBG000BBJCS5
TECH,TECHFINANCIALS INC,BBG0081HFGF5
TED,TED BAKER PLC,BBG000BHP2L4
TJI,TEJOORI LTD,BBG000NGTF12
TEK,TEKCAPITAL PLC,BBG0066JKVR8
TCY,TELECITY GROUP PLC,BBG000RKCM21
TEP,TELECOM PLUS PLC,BBG000CWNGD0
TDE,TELEFONICA SA,BBG000D0MC94
TEF,TELFORD HOMES PLC,BBG000LH0N34
TCM,TELIT COMMUNICATIONS PLC,BBG000BZVZP0
TAL,TEN ALPS PLC,BBG000CY6674
TEN,TENGRI RESOURCES,BBG000BGSPF9
TERN,TERN PLC,BBG000BPN158
TYM,TERTIARY MINERALS PLC,BBG000BMM5Y5
TSCO,TESCO PLC,BBG000BF46Y8
TPL,TETHYS PETROLEUM LTD,BBG001Y20NV0
TFG,TETRAGON FINANCIAL GROUP LTD,BBG00BDKH2N8
TXH,TEX HOLDINGS PLC,BBG000BF4N80
THAL,THALASSA HOLDINGS LTD,BBG000H49BZ0
FUL,THE FULHAM SHORE PLC,BBG007BT67P9
TCG,THOMAS COOK GROUP PLC,BBG000RJ14C5
THR,THOR MINING PLC,BBG000H2F7N9
TFW,THORPE (F.W.) PLC,BBG000BF3DM7
TIR,TIGER RESOURCE FINANCE PLC,BBG000DC0L47
TBGR,TISO BLACKSTAR GROUP SE,BBG000MTP1F5
TRX,TISSUE REGENIX GROUP PLC,BBG000QLFYX7
TON,TITON HOLDINGS PLC,BBG000BF4053
TILS,TIZIANA LIFE SCIENCES PLC,BBG000DRQ7R2
TLA,TLA WORLDWIDE PLC,BBG002B025S8
TLOU,TLOU ENERGY LTD,BBG00BKSZVM0
TMT,TMT INVESTMENTS PLC,BBG001B684H6
TOM,TOMCO ENERGY PLC,BBG001XVLM46
THL,TONGAAT HULETT LTD,BBG000DCR204
TPT,TOPPS TILES PLC,BBG000BG25M3
TMK,TORCHMARK CORP,BBG000KMJ9K6
TRK,TOROTRAK PLC,BBG000C4BPY2
TOT,TOTAL PRODUCE PLC,BBG000QK0FV8
TTA,TOTAL SA,BBG000NRTDD0
TLY,TOTALLY PLC,BBG000BPHB99
2817850Z,TOUCH BIONICS LTD,BBG007F8VBR2
TGL,TOUCHSTONE GOLD LTD,BBG001QY8JK2
TMZ,TOUMAZ LTD,BBG000DJKG50
TRP,TOWER RESOURCES PLC,BBG000QR2D00
TYT,TOYOTA MOTOR CORP,BBG000BPHN57
TPG,TP GROUP PLC,BBG000DJLSV4
TRCS,TRACSIS PLC,BBG000TSFJ26
TRAF,TRAFALGAR NEW HOMES PLC,BBG004TT6P95
TRAK,TRAKM8 HOLDINGS PLC,BBG000BZ39D2
TSG,TRANS-SIBERIAN GOLD PLC,BBG000CHBL18
TRT,TRANSENSE TECHNOLOGIES PLC,BBG000DKLFR4
TPK,TRAVIS PERKINS PLC,BBG000BFDB86
TET,TREATT PLC,BBG000BB41Y8
TRV,TREVERIA PLC,BBG000BQ0V00
TSTR,TRI-STAR RESOURCES PLC,BBG000BT5PC9
TRD,TRIAD GROUP PLC,BBG000BL9R74
TRB,TRIBAL GROUP PLC,BBG000GKSM44
TRIC,TRICOR PLC,BBG000L38QY6
TCN,TRICORN GROUP PLC,BBG000DCQTZ8
TRI,TRIFAST PLC,BBG000BBJJ00
TRIN,TRINITY EXPLORATION & PRODUC,BBG001R6GR34
TNI,TRINITY MIRROR PLC,BBG000BZ17T1
TSTL,TRISTEL PLC,BBG000BL6129
TTG,TT ELECTRONICS PLC,BBG000BF4BL1
TUI,TUI AG-DI,BBG007QX0XP3
TLPR,TULLETT PREBON PLC,BBG000PZTSJ1
TLW,TULLOW OIL PLC,BBG000BF3S99
TUNG,TUNGSTEN CORP PLC,BBG002YTDZS2
TPS,TURBO POWER SYSTEMS INC,BBG000C5XK67
TYMN,TYMAN PLC,BBG000BD0RT7
TYRU,TYRATECH INC - DI,BBG0015HLM84
TYR,TYRATECH INC - REG S,BBG000R6Y3V8
UAI,U AND I GROUP PLC,BBG000BTNQ19
UBI,UBISENSE GROUP PLC,BBG001R6DW81
UBM,UBM PLC,BBG000BFPLC6
UCP,UCP PLC,BBG000P0JQY6
UDG,UDG HEALTHCARE PLC,BBG000BKFMV3
UKM,UK MAIL GROUP PLC,BBG000BY0GP9
UKOG,UK OIL & GAS INVESTMEN,BBG000DJ3535
UKR,UKRPRODUCT GROUP LTD,BBG000QTZ7M9
ULS,ULS TECHNOLOGY PLC,BBG006SXF4Y1
USG,ULTIMATE SPORTS GROUP PLC,BBG000BHYD03
ULE,ULTRA ELECTRONICS HLDGS PLC,BBG000HHH4C3
UEP,UMC ENERGY CORP,BBG000BQ5HG9
ULVR,UNILEVER PLC,BBG000C0M8X7
UJO,UNION JACK OIL PLC,BBG004TT51M4
USY,UNISYS CORP,BBG000KMJL29
UTG,UNITE GROUP PLC,BBG000BWQ5J6
CHOC,UNITED CACAO LTD SEZC,BBG007J7SVL6
UCG,UNITED CARPETS GROUP PLC,BBG000DHBX57
UU/,UNITED UTILITIES GROUP PLC,BBG000BBFLV5
UNG,UNIVERSE GROUP PLC,BBG000LH6G79
UVEL,UNIVISION ENGINEERING LTD,BBG000DWRT74
UPL,UPLAND RESOURCES LTD,BBG00B9H51X4
UEN,URALS ENERGY PUBLIC CO LTD,BBG000CHV4X9
URA,URANIUM RESOURCES PLC,BBG000DVBPW3
UANC,URBAN & CIVIC PLC,BBG000M33V24
URU,URU METALS LTD,BBG000RRFG53
UEMS,UTILICO EMERGING-SUB SHS,BBG00B2X2XN0
UTW,UTILITYWISE PLC,BBG0032GX7X7
UTV,UTV MEDIA PLC,BBG000BF4TF9
VAL,VALIRX PLC,BBG000BD7297
VAST,VAST RESOURCES PLC,BBG000C4JJ96
VEC,VECTURA GROUP PLC,BBG000PRWXX8
VED,VEDANTA RESOURCES PLC,BBG000C305G0
VELA,VELA TECHNOLOGIES PLC,BBG000CFJJB8
VLS,VELOCYS PLC,BBG000JLCGT2
VLOX,VELOX3 PLC,BBG004T6C4C1
VENN,VENN LIFE SCIENCES HOLDINGS,BBG003Q5MDC7
VLG,VENTURE LIFE GROUP PLC,BBG005P36KY6
VZC,VERIZON COMMUNICATIONS INC,BBG000KMKVF1
VER,VERNALIS PLC,BBG000BD67C3
VRP,VERONA PHARMA PLC,BBG000C4TRV2
VRS,VERSARIEN PLC,BBG004DSFF05
VSN,VERSEON CORP,BBG008MJCPP0
VCBC,VERTU CAPITAL LTD,BBG007XKQTL8
VTU,VERTU MOTORS PLC,BBG000Q25037
